pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
"Kto sprawdza projekt architektoniczno-budowlany i techniczny, gdy sprawdzenie jest wymagane?",Osoba z uprawnieniami do projektowania z ograniczeniami w dowolnej specjalności.,"Projektant bez uprawnień do projektowania, ale z doświadczeniem przy kierowaniu robotami.",Osoba z uprawnieniami do projektowania bez ograniczeń w odpowiedniej specjalności.,"Projektant z uprawnieniami bez ograniczeń, lecz w specjalności innej niż sprawdzana część.",3,Art. 20 ust. 2 wymaga sprawdzenia przez projektanta z uprawnieniami bez ograniczeń.
Czy każdy projekt budynku mieszkalnego jednorodzinnego wymaga sprawdzenia przez drugiego projektanta w trybie art. 20 ust. 2?,"Nie, ale tylko gdy budowę prowadzi sam inwestor.","Nie, ustawa przewiduje wyjątek dla obiektów o prostej konstrukcji.","Tak, jeśli budynek ma mniej niż dwie kondygnacje.","Tak, bez wyjątku dla żadnego projektu.",2,Art. 20 ust. 3 pkt 2 wyłącza z tego obowiązku m.in. projekty domów o prostej konstrukcji.
"Jak projektant żąda wstrzymania robót przy zagrożeniu, gdy nie prowadzi się dziennika budowy?",Zawiadamia właściwy organ nadzoru budowlanego.,Wydaje decyzję administracyjną o wstrzymaniu.,Występuje wyłącznie do organu podatkowego.,Wpisuje polecenie do nieistniejącego dziennika budowy.,1,Art. 21 ust. 2 zastępuje wpis do dziennika zawiadomieniem organu nadzoru.
Na jakiej informacji opiera się plan bezpieczeństwa i ochrony zdrowia na budowie?,Na informacji przygotowanej przez projektanta z uwzględnieniem warunków robót.,Na informacji od inspektora nadzoru sporządzonej dopiero po rozpoczęciu robót.,Na informacji projektanta bez uwzględnienia warunków prowadzenia danych robót.,"Na samym harmonogramie dostaw i kosztorysie, bez oceny zagrożeń robót.",1,Art. 21a ust. 1 łączy plan BIOZ z informacją projektanta i warunkami wykonywania robót.
Kiedy liczba pracowników i czas robót powodują obowiązek planu BIOZ?,Gdy roboty trwają ponad 60 dni przy co najmniej 50 osobach.,Gdy roboty trwają ponad 14 dni przy co najmniej 5 osobach.,Gdy roboty trwają ponad 30 dni roboczych i pracuje przy nich co najmniej 20 osób.,Gdy roboty trwają dowolnie długo przy jednej osobie.,3,Art. 21a ust. 1a pkt 2 podaje łącznie próg czasu i zatrudnienia; odrębnie liczy pracochłonność.
Jaka pracochłonność robót samodzielnie powoduje obowiązek planu BIOZ?,Równa dokładnie 30 osobodniom.,Przekraczająca 500 osobodni.,Przekraczająca 100 osobodni.,Przekraczająca 1000 osobodni.,2,Art. 21a ust. 1a pkt 2 przewiduje też próg ponad 500 osobodni niezależnie od liczby pracowników.
Czy roboty z użyciem materiałów wybuchowych wymagają uwzględnienia w planie BIOZ?,"Nie, wystarczy zwykły wpis w kosztorysie.","Nie, plan BIOZ dotyczy tylko montażu okien.","Tak, należą do rodzajów robót szczególnie niebezpiecznych.","Tak, ale tylko po ukończeniu obiektu.",3,Art. 21a ust. 2 pkt 9 wprost wskazuje roboty z materiałami wybuchowymi.
Co kierownik budowy powinien chronić przy przejmowaniu terenu budowy?,Tylko materiały kupione przez projektanta.,Także stałe punkty osnowy geodezyjnej i chronione elementy środowiska.,Jedynie dokumenty księgowe inwestora.,Wyłącznie samochody wykonawcy zaparkowane poza działką.,2,Art. 22 pkt 1 obejmuje zabezpieczenie terenu i znajdujących się na nim wskazanych elementów.
Kto powinien koordynować działania dotyczące bezpieczeństwa i ochrony zdrowia w trakcie robót?,Organ administracji architektoniczno-budowlanej wydający pozwolenie.,Projektant w ramach nadzoru autorskiego nad zgodnością z projektem.,Kierownik budowy.,Inspektor nadzoru inwestorskiego w ramach kontroli jakości robót.,3,Art. 22 pkt 3a i 3b obciąża kierownika budowy koordynacją bezpieczeństwa robót.
"Co robi kierownik budowy, aby osoby nieupoważnione nie weszły na budowę?",Podejmuje niezbędne działania ograniczające dostęp do terenu.,Wystawia wyłącznie fakturę za ogrodzenie.,Pozostawia teren dostępny aż do odbioru obiektu.,Przekazuje sąsiadom prawo do zarządzania placem budowy.,1,Art. 22 pkt 3d wymaga przeciwdziałania wejściu osób nieupoważnionych.
Kto odpowiada za stosowanie wyrobów zgodnie z przepisami w trakcie robót?,Kierownik budowy w ramach swoich obowiązków.,Organ wydający decyzję o warunkach zabudowy.,Wyłącznie urząd skarbowy przy rozliczeniu budowy.,Każdy sąsiad w obszarze oddziaływania obiektu.,1,Art. 22 pkt 3e nakazuje kierownikowi zapewnić stosowanie wyrobów dopuszczonych zgodnie z art. 10.
Co powinien zrobić kierownik budowy po wpisie o wstrzymaniu robót z powodu niezgodności z projektem?,Zawiadomić inwestora o wpisie do dziennika budowy.,Przenieść odpowiedzialność na właściciela działki sąsiedniej.,Samodzielnie zmienić pozwolenie na budowę.,Zniszczyć wpis po uzgodnieniu z wykonawcą.,1,Art. 22 pkt 5 wymaga poinformowania inwestora o takim wpisie.
Co kierownik budowy przekazuje inwestorowi przy zgłoszeniu obiektu do odbioru?,Wyłącznie protokół odbioru robót sporządzony przez wykonawcę bez oświadczenia kierownika.,Oświadczenie o uporządkowaniu terenu bez potwierdzenia zgodności wykonania z projektem.,Projekt techniczny bez oświadczenia o zgodności wykonania i uporządkowaniu terenu.,Oświadczenie o zgodności robót i uporządkowaniu terenu wymagane przy zakończeniu budowy.,4,Art. 22 pkt 9 łączy udział kierownika w odbiorze z przekazaniem oświadczenia z art. 57.
Kiedy kierownik budowy może wystąpić o zmianę rozwiązań projektowych?,Wyłącznie gdy zwiększa to wynagrodzenie wykonawcy.,Tylko na żądanie sąsiada budowy.,Gdy zwiększa to bezpieczeństwo robót lub usprawnia proces budowy.,Dopiero po wydaniu pozwolenia na użytkowanie.,3,Art. 23 pkt 1 pozwala kierownikowi zaproponować uzasadnione zmiany inwestorowi.
Czy zakaz łączenia funkcji kierownika budowy i inspektora nadzoru dotyczy również kierownika robót?,"Tak, przepisy stosuje się do niego odpowiednio.","Nie, dotyczy wyłącznie projektanta.","Tak, ale tylko przy budynkach zabytkowych.","Nie, kierownik robót może zawsze pełnić obie funkcje.",1,Art. 24 ust. 2 rozciąga zakaz łączenia funkcji na kierownika robót.
Co inspektor nadzoru inwestorskiego sprawdza w odniesieniu do jakości robót?,Wykonanie robót i zgodność zastosowanych wyrobów z wymaganiami.,Tylko kolor tablicy informacyjnej na budowie.,Wyłącznie wysokość wynagrodzenia projektanta.,Wyłącznie termin zapłaty podatku od nieruchomości.,1,Art. 25 pkt 2 obejmuje kontrolę jakości robót i użytych wyrobów.
Co inspektor nadzoru może potwierdzać w toku budowy?,Faktycznie wykonane roboty oraz usunięcie stwierdzonych wad.,Tylko ważność decyzji o warunkach zabudowy.,Wyłącznie liczbę lokali w ewidencji podatkowej.,Wyłącznie prawo własności działki sąsiedniej.,1,Art. 25 pkt 4 nakazuje potwierdzać wykonane roboty i usunięcie wad.
Czy inspektor nadzoru inwestorskiego może kontrolować rozliczenia budowy?,"Tak, ale wyłącznie po kontroli skarbowej.","Nie, nawet gdy inwestor go o to prosi.","Tak, na żądanie inwestora.","Nie, kontrola rozliczeń należy tylko do projektanta.",3,Art. 25 pkt 4 dopuszcza kontrolę rozliczeń na żądanie inwestora.
W jaki sposób inspektor nadzoru wydaje kierownikowi polecenia dotyczące robót?,Potwierdza polecenia wpisem do dziennika budowy.,Zamieszcza je jedynie w księdze wieczystej.,Wydaje decyzję administracyjną o pozwoleniu.,Przekazuje je wyłącznie ustnie bez zapisu.,1,Art. 26 pkt 1 wiąże polecenia inspektora z wpisem do dziennika.
Kiedy inspektor nadzoru może żądać wstrzymania dalszych robót?,Gdy inwestor nie wybrał jeszcze koloru elewacji.,Gdy dalsze roboty mogą spowodować zagrożenie lub niedopuszczalną niezgodność z projektem.,Gdy wykonawca chce zmienić dostawcę materiałów.,Wyłącznie po ostatecznym odbiorze całego obiektu.,2,Art. 26 pkt 2 daje to uprawnienie przy zagrożeniu lub poważnej niezgodności.
Kto zapewnia sporządzenie mapy do celów projektowych przez osobę z uprawnieniami geodezyjnymi?,Organ nadzoru przy kontroli okresowej.,Inwestor.,Właściciel każdej sąsiedniej działki.,Kierownik budowy dopiero po odbiorze obiektu.,2,Art. 27a pkt 1 przypisuje inwestorowi zapewnienie mapy potrzebnej do projektu.
"Kto zapewnia geodezyjne czynności podczas budowy, gdy nie ma kierownika budowy?",Właściciel sąsiedniej działki.,Inwestor.,Projektant sprawdzający.,Wojewódzki inspektor nadzoru.,2,"Art. 27a pkt 2 przenosi obowiązek z kierownika na inwestora, gdy kierownika nie ustanowiono."
Czy postępowanie o pozwolenie na budowę obejmuje każdą organizację społeczną na zasadach art. 31 KPA?,"Nie, Prawo budowlane wyłącza ten przepis, z odrębnymi zasadami dla udziału społeczeństwa.","Nie, bo strony zawsze ograniczają się tylko do inwestora.","Tak, ale tylko organizacja działająca w tej samej gminie.","Tak, każda organizacja automatycznie jest stroną.",1,"Art. 28 ust. 3 i 4 wyłącza ogólny tryb udziału organizacji, z wyjątkiem postępowań środowiskowych."
Kiedy budowa domu jednorodzinnego może korzystać ze zgłoszenia zamiast pozwolenia?,Gdy obszar oddziaływania obejmuje dowolne sąsiednie działki.,"Gdy jest wolno stojący, a obszar oddziaływania mieści się na działce lub działkach inwestycji.",Gdy jest budynkiem szeregowym niezależnie od położenia.,Gdy projektant nie określił obszaru oddziaływania.,2,Art. 29 ust. 1 pkt 1 wiąże tryb zgłoszenia z wolno stojącym domem i granicą oddziaływania.
Jaki dodatkowy warunek dotyczy domu do 70 m² budowanego na zgłoszenie w uproszczonym trybie?,Budynek jest przeznaczony wyłącznie do wynajmu krótkoterminowego.,Budynek nie może mieć żadnej kondygnacji nadziemnej.,Inwestor ma obowiązek sprzedać dom po zakończeniu.,Budowa służy zaspokojeniu własnych potrzeb mieszkaniowych inwestora.,4,Art. 29 ust. 1 pkt 1a łączy uproszczenie z własnymi potrzebami mieszkaniowymi.
Ile kondygnacji może mieć dom do 70 m² w trybie przewidzianym dla własnych potrzeb mieszkaniowych?,Dowolną liczbę kondygnacji.,Najwyżej dwie kondygnacje.,Najwyżej jedna kondygnacja.,Najwyżej trzy kondygnacje.,2,Art. 29 ust. 1 pkt 1a ogranicza budynek do dwóch kondygnacji.
Jakie formalności budowlane dotyczą zbiornika bezodpływowego na nieczystości ciekłe do 10 m³?,Wymaga zawsze pozwolenia na budowę niezależnie od pojemności.,"Wymaga zgłoszenia, lecz nie decyzji o pozwoleniu na budowę.",Wymaga wyłącznie pozwolenia na użytkowanie przed budową.,"Nie wymaga ani zgłoszenia, ani pozwolenia w każdej sytuacji.",2,Art. 29 ust. 1 pkt 6 wymienia taki zbiornik wśród budów na zgłoszenie.
"Jaki termin dotyczy tymczasowego obiektu niepołączonego trwale z gruntem, budowanego na zgłoszenie?",Rozbiórka lub przeniesienie najpóźniej po 30 dniach od zakończenia użytkowania.,Rozbiórka lub przeniesienie najpóźniej przed upływem 180 dni od wskazanego rozpoczęcia budowy.,Pozostawienie obiektu bezterminowo po samym zgłoszeniu.,Rozbiórka dopiero po upływie pięciu lat od zakończenia budowy.,2,Art. 29 ust. 1 pkt 7 wiąże zgłoszenie z usunięciem albo przeniesieniem obiektu przed upływem 180 dni.
Jaka wysokość ogrodzenia powoduje obowiązek zgłoszenia jego budowy?,Każda wysokość ogrodzenia.,"Powyżej 1,50 m.","Powyżej 3,00 m.","Powyżej 2,20 m.",4,"Art. 29 ust. 1 pkt 21 wskazuje ogrodzenia wyższe niż 2,20 m."
Jaki limit powierzchni dotyczy garażu lub budynku gospodarczego na zgłoszenie z art. 29 ust. 1 pkt 14?,Bez limitu powierzchni zabudowy.,Do 70 m² powierzchni zabudowy.,Do 20 m² powierzchni zabudowy.,Do 35 m² powierzchni zabudowy.,4,Art. 29 ust. 1 pkt 14 obejmuje wolno stojące obiekty parterowe do 35 m² z limitem liczby na działce.
"Ile garaży, wiat i budynków gospodarczych z tej grupy może przypadać na każde 500 m² działki?",Dowolna liczba takich obiektów.,Łącznie najwyżej dwa takie obiekty.,Łącznie najwyżej cztery takie obiekty.,Łącznie najwyżej jeden taki obiekt.,2,Art. 29 ust. 1 pkt 14 wyznacza wspólny limit dwóch obiektów na 500 m² działki.
Jaki limit powierzchni dotyczy przydomowej oranżerii na zgłoszenie?,Bez ograniczenia powierzchni zabudowy.,Do 10 m² powierzchni zabudowy.,Do 35 m² powierzchni zabudowy.,Do 50 m² powierzchni zabudowy.,3,Art. 29 ust. 1 pkt 15 obejmuje przydomowe oranżerie do 35 m² z limitem liczby.
Jakie formalności budowlane dotyczą altany wolno stojącej do 35 m² przy zachowaniu limitu liczby na działce?,"Wymaga zgłoszenia, ale nie pozwolenia.","Nie wymaga ani pozwolenia, ani zgłoszenia.",Wymaga pozwolenia na budowę.,Wymaga pozwolenia na użytkowanie przed budową.,2,Art. 29 ust. 2 pkt 3 zwalnia taką altanę z obu formalności budowlanych.
Jaka jest granica powierzchni wiaty na działce mieszkaniowej zwolnionej z pozwolenia i zgłoszenia?,Do 70 m² powierzchni zabudowy.,Do 100 m² powierzchni zabudowy.,Do 50 m² powierzchni zabudowy.,Do 35 m² powierzchni zabudowy.,3,Art. 29 ust. 2 pkt 2 przewiduje 50 m² i limit dwóch wiat na 1000 m² działki.
"Czy ogrodzenie o wysokości dokładnie 2,20 m wymaga zgłoszenia na podstawie art. 29?","Nie, obowiązek zaczyna się powyżej 2,20 m.","Nie, ale tylko gdy płot jest drewniany.","Tak, bo każde ogrodzenie wymaga pozwolenia.","Tak, każdy płot co najmniej 2,20 m wymaga zgłoszenia.",1,"Art. 29 ust. 1 pkt 21 i ust. 2 pkt 20 rozdziela ogrodzenia na granicy 2,20 m."
Jakie formalności budowlane dotyczą obiektu małej architektury w miejscu publicznym?,Zawsze wymaga pozwolenia na budowę.,Nie wymaga żadnej formalności w każdym przypadku.,"Wymaga zgłoszenia, ale nie pozwolenia na budowę.",Wymaga wyłącznie pozwolenia na użytkowanie.,3,"Art. 29 ust. 1 pkt 28 obejmuje takie obiekty zgłoszeniem, a zwolnienie z ust. 2 dotyczy pozostałych."
Jakie formalności budowlane dotyczą przydomowego basenu do 50 m² przy domu jednorodzinnym?,"Wymaga zgłoszenia, ale nie pozwolenia.",Wymaga tylko pozwolenia na użytkowanie.,Nie wymaga pozwolenia ani zgłoszenia.,Wymaga zawsze pozwolenia na budowę.,3,Art. 29 ust. 2 pkt 13 zwalnia baseny i oczka wodne do 50 m² przy wskazanych budynkach.
Czy pochylnia dla osób z niepełnosprawnościami wymaga pozwolenia na budowę lub zgłoszenia?,"Co do zasady nie wymaga ani pozwolenia, ani zgłoszenia.",Wymaga zgłoszenia przy każdej różnicy poziomów.,Zawsze wymaga pozwolenia na budowę.,Wymaga tylko decyzji o pozwoleniu na użytkowanie.,1,Art. 29 ust. 2 pkt 16 zwalnia budowę pochylni z tych formalności budowlanych.
Co zasadniczo dotyczy docieplenia budynku o wysokości nieprzekraczającej 12 m?,Wymaga zgłoszenia przy każdej wysokości budynku.,Wymaga wyłącznie pozwolenia na użytkowanie.,Nie wymaga pozwolenia ani zgłoszenia na podstawie art. 29 ust. 4.,Zawsze wymaga decyzji o pozwoleniu na budowę.,3,Art. 29 ust. 4 pkt 1 lit. c zwalnia docieplenie budynków do 12 m.
"Jakie formalności dotyczą docieplenia budynku wyższego niż 12 m, lecz nie wyższego niż 25 m?",Zawsze pozwolenie na budowę bez zgłoszenia.,Brak zgłoszenia i pozwolenia w każdej sytuacji.,"Zgłoszenie, bez decyzji o pozwoleniu na budowę.",Wyłącznie zawiadomienie o zakończeniu robót.,3,Art. 29 ust. 3 pkt 1 lit. e obejmuje takie docieplenie zgłoszeniem.
Jakie formalności dotyczą instalowania pompy ciepła według art. 29 ust. 4?,Zawsze wymaga pozwolenia na budowę.,Wymaga tylko pozwolenia na użytkowanie.,Zawsze wymaga zgłoszenia i projektu budowlanego.,"Co do zasady nie wymaga ani pozwolenia, ani zgłoszenia.",4,Art. 29 ust. 4 pkt 3 lit. c zwalnia instalowanie pompy ciepła z obu formalności.
Kiedy inwestor może wybrać pozwolenie na budowę zamiast zgłoszenia?,Tylko po zakończeniu robót objętych zgłoszeniem.,Wyłącznie po wniesieniu przez organ sprzeciwu wobec legalnej budowy.,Gdy zamierzenie należy do kategorii zgłaszanych na podstawie art. 29 ust. 1 lub 3.,"Nigdy, bo tryby nie są zamienne na wniosek inwestora.",3,Art. 29 ust. 5 pozwala inwestorowi wystąpić o pozwolenie dla robót normalnie objętych zgłoszeniem.
Co zmienia potrzeba odstępstwa od przepisów techniczno-budowlanych przy robocie zwolnionej z pozwolenia?,Inwestor musi wystąpić o decyzję o pozwoleniu na budowę.,Odstępstwa udziela wyłącznie wykonawca robót.,Wystarczy zgoda kierownika wpisana do dziennika.,Nie zmienia niczego w formalnościach budowlanych.,1,"Art. 29 ust. 5a wymaga pozwolenia, gdy potrzebna jest zgoda na odstępstwo techniczne."
Kiedy przedsięwzięcie wymagające oceny oddziaływania na środowisko wymaga pozwolenia na budowę?,"Tylko wtedy, gdy inwestor nie ma prawa do działki.","Nigdy, jeśli w projekcie jest opinia geodety.","Co do zasady także wtedy, gdy rodzaj robót byłby normalnie zwolniony z pozwolenia.",Wyłącznie po ukończeniu obiektu i jego odbiorze.,3,Art. 29 ust. 6 wiąże wymaganą ocenę środowiskową z obowiązkiem pozwolenia.
